	date	dateAlternative	firstAuthor	title	abstract	pubType	PMID	potentialReview	mice	human	comment
63	"[DictElement({'Year': '2022', 'Month': '06', 'Day': '27'}, attributes={'DateType': 'Electronic'})]"	2022	Moeckli	The Role of <i>Acsl1</i> and <i>Aldh2</i> in the Increased Risk for Liver Cancer in Offspring of Obese Mothers.	None	"[StringElement('Journal Article', attributes={'UI': 'D016428'})]"	35837380	FALSE	FALSE	FALSE	not related
64	"[DictElement({'Year': '2022', 'Month': '07', 'Day': '08'}, attributes={'DateType': 'Electronic'})]"	2022	Schneider	Imbalanced gut microbiota fuels hepatocellular carcinoma development by shaping the hepatic inflammatory microenvironment.	"Hepatocellular carcinoma (HCC) is a leading cause of cancer-related deaths worldwide, and therapeutic options for advanced HCC are limited. Here, we observe that intestinal dysbiosis affects antitumor immune surveillance and drives liver disease progression towards cancer. Dysbiotic microbiota, as seen in Nlrp6<sup>-/-</sup> mice, induces a Toll-like receptor 4 dependent expansion of hepatic monocytic myeloid-derived suppressor cells (mMDSC) and suppression of T-cell abundance. This phenotype is transmissible via fecal microbiota transfer and reversible upon antibiotic treatment, pointing to the high plasticity of the tumor microenvironment. While loss of Akkermansia muciniphila correlates with mMDSC abundance, its reintroduction restores intestinal barrier function and strongly reduces liver inflammation and fibrosis. Cirrhosis patients display increased bacterial abundance in hepatic tissue, which induces pronounced transcriptional changes, including activation of fibro-inflammatory pathways as well as circuits mediating cancer immunosuppression. This study demonstrates that gut microbiota closely shapes the hepatic inflammatory microenvironment opening approaches for cancer prevention and therapy."	"[StringElement('Journal Article', attributes={'UI': 'D016428'}), StringElement(""Research Support, Non-U.S. Gov't"", attributes={'UI': 'D013485'})]"	35803930	FALSE	TRUE	TRUE	mouse models
65	"[DictElement({'Year': '2022', 'Month': '06', 'Day': '15'}, attributes={'DateType': 'Electronic'})]"	2022	Li	Multi-Omics Reveals Inhibitory Effect of Baicalein on Non-Alcoholic Fatty Liver Disease in Mice.	"Non-alcoholic fatty liver disease (NAFLD) is the most common chronic liver disease, whose etiology is poorly understood. Accumulating evidence indicates that gut microbiota plays an important role in the occurrence and progression of various human diseases, including NAFLD. In this study, NAFLD mouse models were established by feeding a high-fat diet (HFD). Baicalein, a natural flavonoid with multiple biological activities, was administered by gavage, and its protective effect on NAFLD was analyzed by histopathological and blood factor analysis. Gut microbiota analysis demonstrated that baicalein could remodel the overall structure of the gut microbiota from NAFLD model mice, especially <i>Anaerotruncus</i>, <i>Lachnoclostridium,</i> and <i>Mucispirillum.</i> Transcriptomic analysis showed baicalein restored the expressions of numerous genes that were upregulated in hepatocytes of NAFLD mice, such as <i>Apoa4</i>, <i>Pla2g12a</i>, <i>Elovl7</i>, <i>Slc27a4</i>, <i>Hilpda</i>, <i>Fabp4</i>, <i>Vldlr</i>, <i>Gpld1</i>, and <i>Apom</i>. Metabolomics analysis proved that baicalein mainly regulated the processes associated with lipid metabolism, such as alpha-Linolenic acid, 2-Oxocarboxylic acid, Pantothenate and CoA biosynthesis, and bile secretion. Multi-omics analysis revealed that numerous genes regulated by baicalein were significantly correlated with pathways related to lipid metabolism and biosynthesis and secrection of bile acid, and baicalein might affect lipid metabolism in liver <i>via</i> regulating the ecological structure of gut microbiota in NAFLD mice. Our results elucidated the correlated network among diet, gut microbiota, metabolomic, and transcriptional profiling in the liver. This knowledge may help explore novel therapeutic approaches against NAFLD."	"[StringElement('Journal Article', attributes={'UI': 'D016428'})]"	35784718	FALSE	TRUE	TRUE	mouse models
66	"[DictElement({'Year': '2022', 'Month': '06', 'Day': '28'}, attributes={'DateType': 'Electronic'})]"	2022	Ren	Prebiotic-like cyclodextrin assisted silybin on NAFLD through restoring liver and gut homeostasis.	"Non-alcoholic fatty liver disease (NAFLD) is the most common chronic liver disease with no currently approved treatment. The natural compound silybin (SLN) has versatile hepatoprotective efficacy with negligible adverse effects; however, poor absorption limits its clinical applications. Gut microbiota has been proposed to play a crucial role in the pathophysiology of NAFLD and targeted for disease control. Cyclodextrins, the cyclic oligosaccharides, were documented to have various health benefits with potential prebiotic properties. This study aimed to develop a silybin-2-hydroxypropyl-β-cyclodextrin inclusion (SHβCD) to improve the therapeutic efficacy of SLN and elucidate the mechanisms of improvement. The results showed that SLN formed a 1:1 stoichiometric inclusion complex with HP-β-CD. The solubility of SLN was increased by generating SHβCD, resulting in improved drug permeability and bioavailability. In high-fat diet (HFD)-fed hamsters, SHβCD modulated gut health by restoring the gut microbiota and intestinal integrity. SHβCD showed superior anti-lipid accumulation, antioxidant, and anti-inflammatory effects compared with SLN alone. Transcriptome analysis in the liver tissue implied that the improved inflammation and/or energy homeostasis was the potential mechanism. Therefore, SHβCD may be a promising alternative for the treatment of NAFLD, attributing to the dual functions of HβCD on drug absorption and gut microbial homeostasis."	"[StringElement('Journal Article', attributes={'UI': 'D016428'}), StringElement(""Research Support, Non-U.S. Gov't"", attributes={'UI': 'D013485'})]"	35752255	FALSE	FALSE	FALSE	animal model
67	"[DictElement({'Year': '2022', 'Month': '06', 'Day': '24'}, attributes={'DateType': 'Electronic'})]"	2022	Yamagishi	Gasdermin D-mediated release of IL-33 from senescent hepatic stellate cells promotes obesity-associated hepatocellular carcinoma.	"Long-term senescent cells exhibit a secretome termed the senescence-associated secretory phenotype (SASP). Although the mechanisms of SASP factor induction have been intensively studied, the release mechanism and how SASP factors influence tumorigenesis in the biological context remain unclear. In this study, using a mouse model of obesity-induced hepatocellular carcinoma (HCC), we identified the release mechanism of SASP factors, which include interleukin-1β (IL-1β)- and IL-1β-dependent IL-33, from senescent hepatic stellate cells (HSCs) via gasdermin D (GSDMD) amino-terminal-mediated pore. We found that IL-33 was highly induced in senescent HSCs in an IL-1β-dependent manner in the tumor microenvironment. The release of both IL-33 and IL-1β was triggered by lipoteichoic acid (LTA), a cell wall component of gut microbiota that was transferred and accumulated in the liver tissue of high-fat diet-fed mice, and the release of these factors was mediated through cell membrane pores formed by the GSDMD amino terminus, which was cleaved by LTA-induced caspase-11. We demonstrated that IL-33 release from HSCs promoted HCC development via the activation of ST2-positive T<sub>reg</sub> cells in the liver tumor microenvironment. The accumulation of GSDMD amino terminus was also detected in HSCs from human NASH-associated HCC patients, suggesting that similar mechanism could be involved in a certain type of human HCC. These results uncover a release mechanism for SASP factors from sensitized senescent HSCs in the tumor microenvironment, thereby facilitating obesity-associated HCC progression. Furthermore, our findings highlight the therapeutic potential of inhibitors of GSDMD-mediated pore formation for HCC treatment."	"[StringElement('Journal Article', attributes={'UI': 'D016428'}), StringElement(""Research Support, Non-U.S. Gov't"", attributes={'UI': 'D013485'})]"	35749514	FALSE	TRUE	TRUE	"mouse models, plus senescence"
68	[]	2022	Lee	Gut microbiota and metabolites associate with outcomes of immune checkpoint inhibitor-treated unresectable hepatocellular carcinoma.	"Immune checkpoint inhibitors (ICIs) are promising agents for unresectable hepatocellular carcinoma (uHCC), but lack effective biomarker to predict outcomes. The gut microbiome can modulate tumor response to immunotherapy, but its effect on HCC remains unclear. From May 2018 to February 2020, patients receiving ICI treatment for uHCC were prospectively enrolled; their fecal samples were collected before treatment. The fecal microbiota and metabolites were analyzed from 20 patients with radiology-proven objective responses (OR) and 21 randomly selected patients with progressive disease (PD). After March 2020, 33 consecutive Child-Pugh-A patients were recruited as a validation cohort. Additionally, feces from 17 healthy volunteers were collected for comparison of background microbes. A significant dissimilarity was observed in fecal bacteria between patients with OR and patients with PD before immunotherapy. <i>Prevotella 9</i> was enriched in patients with PD, whereas <i>Lachnoclostridium, Lachnospiraceae,</i> and <i>Veillonella</i> were predominant in patients with OR. Ursodeoxycholic acid and ursocholic acid were significantly enriched in the feces of patients with OR and strongly correlated with the abundance of <i>Lachnoclostridium</i>. The coexistence of <i>Lachnoclostridium</i> enrichment and <i>Prevotella 9</i> depletion significantly predicted better overall survival (OS). In the validation cohort, better progression-free survival (PFS) and OS were noted in patients who had a preferable microbial signature in comparison with counter-group (PFS: 8.8 months vs 1.8 months; OS: not reached vs 6.5 months, both p<0.001). Fecal microbiota and bile acids were associated with outcomes of immunotherapy for uHCC. These findings highlight the potential role of gut microbiota and metabolites as biomarkers to predict outcomes of ICI-treated HCC."	"[StringElement('Journal Article', attributes={'UI': 'D016428'}), StringElement(""Research Support, Non-U.S. Gov't"", attributes={'UI': 'D013485'})]"	35738801	FALSE	FALSE	TRUE	"interventional but maybe still doable, data not available though"
69	"[DictElement({'Year': '2022', 'Month': '06', 'Day': '23'}, attributes={'DateType': 'Electronic'})]"	2022	Gupta	"Intestinal Barrier Dysfunction in Fatty Liver Disease: Roles of Microbiota, Mucosal Immune System, and Bile Acids."	"Nonalcoholic fatty liver disease (NAFLD) describes a spectrum of progressive liver diseases ranging from simple steatosis to steatohepatitis and fibrosis. Globally, NAFLD is the leading cause of morbidity and mortality associated with chronic liver disease, and NAFLD patients are at a higher risk of developing cirrhosis and hepatocellular carcinoma. While there is a consensus that inflammation plays a key role in promoting NAFLD progression, the underlying mechanisms are not well understood. Recent clinical and experimental evidence suggest that increased hepatic translocation of gut microbial antigens, secondary to diet-induced impairment of the intestinal barrier may be important in driving hepatic inflammation in NAFLD. Here, we briefly review various endogenous and exogenous factors influencing the intestinal barrier and present recent advances in our understanding of cellular and molecular mechanisms underlying intestinal barrier dysfunction in NAFLD."	"[StringElement('Journal Article', attributes={'UI': 'D016428'}), StringElement('Research Support, N.I.H., Extramural', attributes={'UI': 'D052061'})]"	35738255	FALSE	FALSE	TRUE	review
70	"[DictElement({'Year': '2022', 'Month': '06', 'Day': '06'}, attributes={'DateType': 'Electronic'})]"	2022	Li	Gut Microbiome Signatures in the Progression of Hepatitis B Virus-Induced Liver Disease.	"The gut microbiome is associated with hepatitis B virus (HBV)-induced liver disease, which progresses from chronic hepatitis B, to liver cirrhosis, and eventually to hepatocellular carcinoma. Studies have analyzed the gut microbiome at each stage of HBV-induced liver diseases, but a consensus has not been reached on the microbial signatures across these stages. Here, we conducted by a systematic meta-analysis of 486 fecal samples from publicly available 16S rRNA gene datasets across all disease stages, and validated the results by a gut microbiome characterization on an independent cohort of 15 controls, 23 chronic hepatitis B, 20 liver cirrhosis, and 22 hepatocellular carcinoma patients. The integrative analyses revealed 13 genera consistently altered at each of the disease stages both in public and validation datasets, suggesting highly robust microbiome signatures. Specifically, <i>Colidextribacter</i> and <i>Monoglobus</i> were enriched in healthy controls. An unclassified <i>Lachnospiraceae</i> genus was specifically elevated in chronic hepatitis B, whereas <i>Bilophia</i> was depleted. <i>Prevotella and Oscillibacter</i> were depleted in liver cirrhosis. And <i>Coprococcus</i> and <i>Faecalibacterium</i> were depleted in hepatocellular carcinoma. Classifiers established using these 13 genera showed diagnostic power across all disease stages in a cross-validation between public and validation datasets (AUC = 0.65-0.832). The identified microbial taxonomy serves as non-invasive biomarkers for monitoring the progression of HBV-induced liver disease, and may contribute to microbiome-based therapies."	"[StringElement('Journal Article', attributes={'UI': 'D016428'})]"	35733959	FALSE	FALSE	TRUE	meta analysis with independent cohort
71	"[DictElement({'Year': '2022', 'Month': '07', 'Day': '04'}, attributes={'DateType': 'Electronic'})]"	2022	Zhong	Astragalus mongholicus polysaccharides ameliorate hepatic lipid accumulation and inflammation as well as modulate gut microbiota in NAFLD rats.	"Hepatic lipid accumulation, inflammation and gut microbiota dysbiosis are hallmarks of non-alcoholic fatty liver disease (NAFLD), which is the leading cause of chronic liver disease with no therapeutic consensus. The aim of the present study was to elucidate the mechanism of the effects of <i>Astragalus</i> mongholicus polysaccharides (mAPS) on lipid metabolism, inflammation and gut microbiota in a rat model of NAFLD induced by a high-fat diet (HFD). Our results showed that mAPS and Berberine supplementation reduced HFD-induced increases in body weight, alanine aminotransferase (ALT), aspartate aminotransferase (AST) and homeostasis model assessment of insulin resistance (HOMA-IR), and these changes were accompanied by improved histological changes in the liver. Moreover, administration of mAPS and Berberine resulted in lower levels of serum triglycerides, total cholesterol and low-density lipoprotein cholesterol (LDL-c) but higher levels of high-density lipoprotein cholesterol (HDL-c) in HFD-fed rats. mAPS and Berberine treatment markedly reduced HFD-induced hepatic lipid accumulation, which was associated with increased expression of phosphorylated- adenosine 5'-monophosphate (AMP)-activated protein kinase (AMPK) and peroxisome proliferator-activated receptor-α (PPAR-α) but decreased expression of sterol-regulatory element binding proteins (SREBP-1). Pretreatment with mAPS or Berberine reduced HFD-induced expression of proinflammatory cytokines, such as tumor necrosis factor-α (TNF-α). In addition, mAPS downregulated the expression of colonic and hepatic Toll-like receptor 4 (TLR4) as well as phosphorylated- nuclear factor-κB (NF-κB) and nucleotide-binding domain, leucine-rich repeat-containing receptor, pyrin domain-containing-3 (NLRP3) but upregulated the expression of zonula occludens-1 (ZO-1) and occludin in HFD-fed rats. Notably, mAPS treatment reshaped the intestinal microbiome by lowering the <i>Firmicutes</i> to <i>Bacteroidetes</i> (F/B) ratio and increasing the abundance of <i>Proteobacteria</i> and <i>Epsilonbacteria</i>. mAPS supplementation had little effect on the profile of fecal short-chain fatty acids (SCFAs), but it significantly decreased the expression of colonic and hepatic G-protein coupled receptor (GPR) 41 and 43. Therefore, mAPS supplementation ameliorates hepatic inflammation and lipid accumulation in NAFLD by modulating the gut microbiota and SCFA-GPR signaling pathways. The present study provides new evidence for mAPS as a natural active substance in the treatment of NAFLD."	"[StringElement('Journal Article', attributes={'UI': 'D016428'})]"	35726797	FALSE	FALSE	FALSE	rat model
72	[]	2022	Peng	Gut microbiome dysbiosis in patients with hepatitis B virus-related hepatocellular carcinoma after extended hepatectomy liver failure.	"Hepatitis B virus-related hepatocellular carcinoma (B-HCC) negatively affects the gut microbiome. This study aimed to investigate the gut microbiome profiles and functions post-hepatectomy liver failure (PHLF) after extended hepatectomy (e-PHLF) to obtain valuable insights, identify potential diagnostic biomarkers, and assist in the treatment of this disease. B-HCC patients who underwent extended hepatectomy were consecutively recruited and divided into Group A (n=15) and Group B (n=15) based on the presence and absence of e-PHLF, respectively. The relationships between gut microbiota and extended hepatectomy liver failure were explored using 16S ribosomal RNA (16S rRNA) gene sequencing data. Following extended hepatectomy, the α-diversity of Group A was significantly higher than that of Group B (Shannon P=0.034 or Simpson P=0.031), and the β-diversity differed significantly between Groups A and B (P=0.004, R=0.100). At the genus level, 10 bacterial genera (<i>Bacteroides, Pantoea, Methylobacterium-Methylorubrum, Inquilinus, Mycobacterium, Allisonella, Helicobacter, GCA-900066575, IS-44,</i> and <i>Faecalibacterium</i>) were significantly enriched in Group A, whereas five genera (<i>Papillibacter, Scardovia, Turicibacter, Catabacter,</i> and <i>Senegalimassilia</i>) were significantly enriched in Group B. The highly abundant genera <i>Bacteroides, Pantoea, Faecalibacterium</i>, and <i>Turicibacter</i> participated in multiple amino acid metabolism pathways, organic acid metabolism pathways, pyrimidine metabolism pathways, palmitate biosynthesis, and stearate biosynthesis. Redundancy analysis showed that four environmental factors (total bilirubin, international normalized ratio, prealbumin, and albumin) were significantly correlated with intestinal microorganisms. The formation of interaction networks between different gut microbiomes revealed important correlations between the gut microbiome, and there was a significant correlation between the highly abundant gut microbiome and main functions. The gut microbiota characteristics in B-HCC patients after extended hepatectomy liver failure might allow for the use of non-invasive biomarkers for disease diagnosis and treatment."	"[StringElement('Journal Article', attributes={'UI': 'D016428'})]"	35722392	FALSE	FALSE	TRUE	"clinical study including B-HCC parients after hepaaatectomy, no publicly available data"
73	[]	2022	Kang	"Future prospect of ""Gut microbiome composition can predict the response to nivolumab in advanced hepatocellular carcinoma patients""."	"Recently, we read the article ""Gut microbiome composition can predict the response to nivolumab in advanced hepatocellular carcinoma patients"" with interest, and it is preliminary suggested that gut microbiota is closely related to therapeutic effect of nivolumab. Based on the meaningful results of this article, several valuable research directions are proposed to enhance the therapeutic effect of immune checkpoint inhibitors on advanced hepatocellular carcinoma."	"[StringElement('Journal Article', attributes={'UI': 'D016428'})]"	35721889	FALSE	FALSE	TRUE	letter to the editor
74	"[DictElement({'Year': '2022', 'Month': '06', 'Day': '08'}, attributes={'DateType': 'Electronic'})]"	2022	Farhat	"A prospective investigation of serum bile acids with risk of liver cancer, fatal liver disease, and biliary tract cancer."	"Bile acids (BAs), major regulators of the gut microbiota, may play an important role in hepatobiliary cancer etiology. However, few epidemiologic studies have comprehensively examined associations between BAs and liver or biliary tract cancer. In the Alpha-Tocopherol, Beta-Carotene Cancer Prevention (ATBC) study, we designed 1:1 matched, nested, case-control studies of primary liver cancer (n = 201 cases), fatal liver disease (n = 261 cases), and primary biliary tract cancer (n = 138 cases). Using baseline serum collected ≤30 years before diagnosis or death, we measured concentrations of 15 BAs with liquid chromatography-tandem mass spectrometry. We estimated odds ratios (ORs) and 95% confidence intervals (CIs) using multivariable conditional logistic regression models, adjusted for age, education, diabetes status, smoking, alcohol intake, and body mass index. We accounted for multiple comparisons using a false discovery rate (FDR) correction. Comparing the highest to the lowest quartile, seven BAs were positively associated with liver cancer risk, including taurocholic acid (TCA) (OR, 5.62; 95% CI, 2.74-11.52; Q trend < 0.0001), taurochenodeoxycholic acid (TCDCA) (OR, 4.77; 95% CI, 2.26-10.08; Q trend < 0.0001), and glycocholic acid (GCA) OR, 5.30; 95% CI, 2.41-11.66; Q trend < 0.0001), and 11 were positively associated with fatal liver disease risk, including TCDCA (OR, 9.65; 95% CI, 4.41-21.14; Q trend < 0.0001), TCA (OR, 7.45; 95% CI, 3.70-14.97; Q trend < 0.0001), and GCA (OR, 6.98; 95% CI, 3.32-14.68; Q trend < 0.0001). For biliary tract cancer, associations were generally >1 but not significant after FDR correction. Conjugated BAs were strongly associated with increased risk of liver cancer and fatal liver disease, suggesting mechanistic links between BA metabolism and liver cancer or death from liver disease."	"[StringElement('Journal Article', attributes={'UI': 'D016428'})]"	35678016	FALSE	FALSE	FALSE	serum bile acids
75	"[DictElement({'Year': '2022', 'Month': '05', 'Day': '30'}, attributes={'DateType': 'Electronic'})]"	2022	Huang	Effect of Probiotics Therapy on Nonalcoholic Fatty Liver Disease.	"Nonalcoholic fatty liver disease (NAFLD) is the most prevalent chronic liver disease in the world. The pathogenesis of NAFLD is complex and multifactorial. Clinical studies have shown that alterations in the gut microbiota play a key role in NAFLD. The purpose of this study was to analyze the effect of probiotic supplementation on the treatment of NAFLD patients based on various indicators. We conducted a meta-analysis investigating the relationship between NAFLD and probiotic supplementation. Embase, PubMed, and Web of Science databases were searched by computer, and then, eligible studies were identified. Finally, a total of high-quality randomized controlled trials were selected involving 1403 participants. Meta-analysis was performed using the RevMan 5.3 software which was systematically searched for works published through Dec. 1, 2021, in the present study. The meta-analysis results showed that the probiotics supplementation improved hepatocyte injury and significantly reduced the level of ALT (<i>P</i> = 0.00001), AST (<i>P</i> = 0.0009), GGT (<i>P</i> = 0.04), TG (<i>P</i> = 0.01), LDL-C (<i>P</i> = 0.0005), HDL-C (<i>P</i> = 0.0002), insulin (<i>P</i> = 0.003), IR (<i>P</i> = 0.03), BMI (<i>P</i> = 0.03), TNF-<i>α</i> (<i>P</i> = 0.03), and CRP (<i>P</i> = 0.02), respectively, in NAFLD patients. The present study suggests that probiotics therapy may improve liver enzyme levels, regulated lipid metabolism, reduced insulin resistance, and improved inflammation in NAFLD patients. It supports the potential role of probiotics supplementation in the treatment of NAFLD."	"[StringElement('Journal Article', attributes={'UI': 'D016428'}), StringElement('Meta-Analysis', attributes={'UI': 'D017418'}), StringElement('Systematic Review', attributes={'UI': 'D000078182'})]"	35677177	FALSE	FALSE	TRUE	meta-analysis of probiotics in NAFLD patients
76	"[DictElement({'Year': '2022', 'Month': '05', 'Day': '30'}, attributes={'DateType': 'Electronic'})]"	2022	Zheng	Gut microbiota combined with metabolomics reveal the mechanism of curcumol on liver fibrosis in mice.	"Liver fibrosis is a reversible pathological process, and its prevention and treatment hold great significance for patients with chronic liver disease. This study combined 16S rRNA analysis of gut microbiota and serum metabolomics to explore the mechanism of curcumol's effect on liver fibrosis in mice. The results clarified the relationship between the gut microbiota and metabolites in the process of liver fibrosis. In this study, we randomly divided mice into a control group, a model group, and a curcumol treatment group to analyze the pathological changes in the liver tissue as well as the activities of the toll-like receptor 4 (TLR4)/nuclear factory kappa B (NF-κB) signaling pathway and inflammatory factors, such as tumor necrosis factor (TNF), interleukin 6 (IL-6), and IL-8. The gut microbiota were analyzed by 16 S rRNA sequencing, and serum metabolites were examined by liquid chromatography-mass spectrometry (LC-MS) metabolomic analysis. Molecular biological testing found that curcumol could significantly improve the pathological changes of the liver tissue and inhibit the occurrence of liver inflammation. Intestinal flora testing found that curcumol could significantly change the abundances of Veillonellaceae, Prerotella_oulorum, and Alistipes_finegoldii. Metabolomics analysis found that curcumol's antihepatic fibrosis effect may be related to its regulation of arachidonic acid metabolism. Correlation analysis suggested that curcumol regulated the abundances of Bacteroidota and Bacteroides and participated in the metabolism of Prostaglandin B2. When liver fibrosis occurs, the intestinal flora and metabolic network are altered. The effect of curcumol on liver fibrosis may be related to its regulation of intestinal flora and the resulting interference with metabolic pathways, thereby reducing liver inflammation."	"[StringElement('Journal Article', attributes={'UI': 'D016428'})]"	35653891	FALSE	TRUE	TRUE	mouse models
77	"[DictElement({'Year': '2022', 'Month': '05', 'Day': '19'}, attributes={'DateType': 'Electronic'})]"	2022	Delik	Metagenomic identification of gut microbiota distribution on the colonic mucosal biopsy samples in patients with non-alcoholic fatty liver disease.	"Non-alcoholic fatty liver disease (NAFLD) is known to be the most common liver disease in the world, and there are currently no approved pharmacological treatments to prevent or treat this condition. In addition to being associated with an increased risk of hepatocellular carcinoma and cirrhosis, NAFLD has now become the leading cause of liver failure-associated transplantation. The 16S rRNA gene which conserved regions can serve as universal primer binding sites for PCR amplification of gene fragments, while hypervariable regions contain significant sequence diversity useful for prokaryotic identification purposes. 16S rRNA gene sequences can be use by researchers to identify prokaryotic taxonomy found in clinical samples. As a result of increasing microbiota studies with developing technological developments, the role of intestinal microbiota in the pathogenesis of NAFLD is revealed in an important way. In this study, it was aimed to determine the clinical prognostic importance of gut microbiota in the pathogenesis of NAFLD and to determine the microbial composition with intestinal mucosal biopsy samples in NAFLD patients. We included 20 patients diagnosed with NAFLD as a result of liver function tests, histological, ultrasonographic, biopsy evidence and 20 normal control groups created under exclusion criteria in this study. The healthy control group of the same age and gender as the patients were determined to be equal, and the age, gender, BMI, insulin resistance, AST, ALT levels of the individuals were recorded for analysis. İntestinal mucosal biopsy samples were taken from the individuals included in the study under sterile conditions. Microbial results were obtained as a result of 16S rRNA amplicon metagenomic processes. The region of approximately 1500 bp covering the V1-V9 region of the 16S rRNA gene was targeted to detect microbial diversity. The amplified regions were sequenced using next-generation sequencing. Operational Taxonomic Unit (OTU) value was obtained with bioinformatics software with the obtained sequence data. The analysis of the recorded parameters was done with the SPSS.19 statistical program. In the designed study, 16 phyla, 28 class, 56 order, 128 family, 415 genera, 1041 species microorganisms were analyzed taxonomically in a total of 40 individuals. In our study, Intestinal microbial diversity is lower in NAFLD patients compared to control group individuals. In addition, gram-negative bacteria were found to be more dominant in NAFLD patients. As a phylum, Proteobacteria increased in NAFLD group, Bacteroidetes and Actinobacteria in control group, while Firmicutes had equal distribution in both groups. BMI OR = 6.37, 95 %CI (0.39-0.40) p value was 0.001 in laboratory data, whereas Proteobacteria OR = 1.754, 95% CI (0.901-3.416), p value 0.05 in microbial profile. The 16S rRNA metagenomic study of intestinal microbiota using colonic mucosal biopsy samples in NAFLD disease was the first study in the Turkish population, and important data were obtained for other studies. In the data obtained, we think Proteobacteria, Ruminococcaceae, Escherichia coli and Bacilli are very important in both diagnostic and treatment options as a microbial profile in NAFLD."	"[StringElement('Journal Article', attributes={'UI': 'D016428'})]"	35598686	FALSE	FALSE	TRUE	intestinal mucosa biopsy microbiome
78	"[DictElement({'Year': '2022', 'Month': '05', 'Day': '21'}, attributes={'DateType': 'Electronic'})]"	2022	Wang	Influence of Pholiota adiposa on gut microbiota and promote tumor cell apoptosis properties in H22 tumor-bearing mice.	"Hepatocellular carcinoma (HCC) is a common type of cancer-prevalent worldwide-and one of the causes of cancer-related deaths. In this study, ethanol extracts from Pholiota adiposa (EPA) were used to identify possible targets for HCC treatment and their effects on intestinal microflora were analyzed. Methods: Male mice were randomly assigned to groups-the model group, cyclophosphamide (25 mg/kg/d), and EPA groups, in which the mice were categorized based on the different concentrations of each compound (100, 200, and 300 mg/kg/day). Relevant biochemical indicators were detected using ELISA, H&E staining, and TUNEL assay. Four tumor apoptosis-related proteins and genes, Cleaved Caspases, BAX, Bcl-2, and VEGF, were detected by immunohistochemical staining, western blotting, and RT-PCR. The total genomic DNA was obtained from the contents of the small intestine and colon and was sequenced. The V3 + V4 regions of bacterial 16 s rDNA (from 341 to 806) were amplified. Results: The tests revealed that EPA exhibited antitumor activity in vivo by promoting apoptosis and inhibiting angiogenesis. Moreover, EPA treatment could increase beneficial and decrease harmful microflorae. These results demonstrate that EPA may be a potential therapy for HCC."	"[StringElement('Journal Article', attributes={'UI': 'D016428'}), StringElement(""Research Support, Non-U.S. Gov't"", attributes={'UI': 'D013485'})]"	35597811	FALSE	TRUE	FALSE	mouse models
79	[]	2022	Manzhalii	Effect of a specific <i>Escherichia coli Nissle 1917</i> strain on minimal/mild hepatic encephalopathy treatment.	"Hepatic encephalopathy (HE) can be considered a result of dysregulated gut-liver-brain axis function, where cognitive impairment can be reversed or prevented by the beneficial effects induced by ""gut-centric"" therapies, such as the administration of nonabsorbable disaccharides, nonabsorbable antibiotics, probiotics and prebiotics. To assess the short-term efficacy and safety of the probiotic <i>Escherichia coli Nissle</i> (EcN) 1917 strain compared to lactulose and rifaximin in patients with minimal/mild HE. From January 2017 to March 2020, a total of 45 patients with HE were enrolled in this prospective, single-centre, open-label, randomized study. Participants were randomly assigned at a ratio of 1:1:1 to one of the treatment groups: The EcN group (<i>n</i> = 15), lactulose group (<i>n</i> = 15) or rifaximin group (<i>n</i> = 15) for a 1 mo intervention period. The main primary outcomes of the study were changes in serum ammonia and Stroop test score. The secondary outcomes were markers of a chronic systemic inflammatory response (ІL-6, ІL-8, and IFN-γ) and bacteriology of the stool flora evaluated by specialized nonculture techniques after a 1 mo intervention period. Patients who were given rifaximin or EcN showed a more significant reduction in serum ammonia and normalization of <i>Bifidobacteria</i> and <i>Lactobacilli</i> abundance compared to the lactulose group. However, the most pronounced restoration of the symbiotic microflora was associated with EcN administration and characterized by the absence of <i>E. coli</i> with altered properties and pathogenic enterobacteria in patient faeces. In the primary outcome analysis, improvements in the Stroop test parameters in all intervention groups were observed. Moreover, EcN-treated patients performed 15% faster on the Stroop test than the lactulose group patients (<i>P</i> = 0.017). Both EcN and rifaximin produced similar significant reductions in the proinflammatory cytokines INF-γ, IL-6 and IL-8. EcN was more efficient than lactulose in reducing proinflammatory cytokine levels. The use of the probiotic EcN strain was safe and quite efficient for HE treatment. The probiotic reduced the ammonia content and the level of serum proinflammatory cytokines, normalized the gut microbiota composition and improved the cognitive function of patients with HE. The application of the EcN strain was more effective than lactulose treatment."	"[StringElement('Clinical Trial', attributes={'UI': 'D016430'})]"	35582294	FALSE	FALSE	TRUE	hepatic encepahlopathy
